CaseNo,大規模,小規模,特注品,利便性,原価物,簡易性,完成品,特価品,新商品,安全性,価格帯,数量性,複合物,国内品,輸入品,郷土品,油分量,糖分量
8362,2,0.000,13,2,4,3,5,10,4,1,9,0,0.916,7.721,5.314,1.342,0.886,4.813
8363,10,0.831,24,4,40,1,7,38,0,11,10,4,1.000,8.000,12.000,0.000,0.000,4.271
8364,1,1.000,14,2,17,0,5,22,0,2,7,2,1.000,11.000,5.000,0.000,0.000,2.000
8365,8,1.000,23,2,20,0,4,24,1,4,10,5,2.000,4.000,10.000,0.000,0.000,6.000
8366,9,4.000,62,2,48,10,39,84,2,10,16,4,4.091,32.871,18.920,5.570,4.745,12.716
8367,1,0.336,13,1,15,2,3,19,0,6,8,0,0.000,5.000,3.000,1.000,0.000,3.776
8368,1,1.817,15,0,16,2,8,29,1,4,5,1,0.000,9.000,10.000,0.000,0.000,1.000
8369,4,1.251,13,2,23,1,9,32,0,2,9,0,1.000,7.000,9.000,1.000,0.000,5.443
8370,1,0.000,12,1,6,3,3,9,0,1,2,0,0.000,5.000,6.000,2.000,0.000,0.000
8371,7,1.763,20,2,34,7,25,59,4,8,3,7,0.000,30.000,4.000,5.000,0.000,5.000
8372,4,2.000,31,1,47,0,10,36,3,18,15,2,0.000,12.000,15.000,1.000,0.000,0.000
8373,0,-0.691,10,0,3,2,4,12,0,0,5,0,1.000,9.000,1.000,1.000,0.000,2.000
8374,7,1.000,36,5,37,4,16,59,0,7,11,7,1.431,18.216,7.791,2.888,2.515,3.102
8375,2,5.000,37,3,8,7,29,26,2,1,13,0,3.146,24.971,12.634,3.845,3.135,6.137
8376,1,0.000,14,0,8,6,8,25,0,0,6,2,0.304,12.063,3.646,1.255,0.594,1.516
8377,4,1.505,21,3,19,1,8,25,0,5,10,0,4.000,7.000,8.000,2.000,2.000,7.000
8378,0,2.000,17,5,15,2,16,33,2,0,5,3,1.964,17.159,7.699,3.359,2.184,3.414
8379,6,0.000,31,3,28,5,14,42,1,2,26,4,1.000,11.000,10.000,2.000,5.000,3.000
8380,0,1.832,17,2,7,7,7,22,3,3,4,2,0.000,7.000,7.000,1.000,1.000,5.389
8381,0,5.000,9,1,4,2,7,8,2,0,1,0,0.000,8.000,3.000,2.000,0.000,1.000
8382,3,1.040,6,3,6,3,16,23,2,2,2,3,1.000,13.000,3.000,1.000,2.000,4.198
8383,4,1.000,14,0,12,0,6,25,0,9,16,1,0.000,9.000,8.000,1.000,0.000,16.000
8384,1,-0.129,9,3,6,2,7,10,0,0,0,2,0.000,2.000,4.000,2.000,0.000,1.314
8385,1,0.000,21,0,9,6,14,21,2,1,9,2,0.000,8.000,13.000,3.000,0.000,1.000
8386,7,3.000,48,1,30,10,41,111,7,7,10,3,2.000,26.000,35.000,11.000,6.000,15.000
8387,1,2.183,13,0,2,3,30,28,3,0,0,1,4.000,18.000,15.000,3.000,3.000,11.221
8388,8,3.275,28,4,57,6,13,57,3,8,14,5,2.000,13.000,16.000,1.000,0.000,7.328
8389,5,4.000,46,3,45,13,25,69,3,11,15,4,5.000,15.000,22.000,3.000,5.000,4.000
8390,8,3.313,21,4,54,3,17,51,7,10,22,10,2.000,25.000,22.000,1.000,1.000,18.000
8391,5,0.000,25,2,29,5,5,42,1,8,10,3,0.000,7.000,15.000,2.000,2.000,6.000
8392,8,0.000,20,2,25,6,5,31,2,2,23,6,0.000,12.000,6.000,0.000,2.000,8.000
8393,1,3.000,18,1,16,4,18,28,0,1,8,5,0.000,12.000,12.000,5.000,2.000,2.000
8394,1,1.276,20,5,13,1,18,22,2,5,2,1,0.000,7.000,11.000,2.000,0.000,0.000
8395,7,1.989,29,2,14,5,19,34,0,4,16,3,0.000,22.000,12.000,2.000,1.000,8.935
8396,5,3.042,28,7,34,6,47,57,19,9,19,1,24.000,17.000,16.000,3.000,19.000,11.000
8397,7,4.000,23,3,12,6,23,39,2,7,11,1,1.000,15.000,15.000,6.000,2.000,17.000
8398,0,0.000,17,4,9,4,15,34,2,1,0,3,1.478,14.538,6.431,3.338,2.811,3.147
8399,4,2.000,24,3,18,1,13,24,1,10,8,3,0.000,12.000,3.000,1.000,1.000,1.000
8400,7,1.629,23,3,30,7,20,49,1,3,13,2,1.000,17.000,10.000,5.000,3.000,8.000
8401,2,0.185,4,1,20,1,0,12,0,8,4,2,0.000,2.000,2.000,0.000,0.000,4.056
8402,3,1.342,11,1,6,2,4,20,0,2,7,2,0.000,2.000,3.000,3.000,0.000,5.000
8403,7,2.000,43,3,78,0,21,68,2,21,9,6,2.000,13.000,9.000,1.000,1.000,3.000
8404,0,4.000,18,3,7,0,7,17,2,5,5,0,1.000,2.000,4.000,0.000,0.000,8.000
8405,9,3.247,44,5,68,11,28,70,5,13,19,5,0.000,26.000,14.000,8.000,1.000,8.872
8406,1,0.726,12,1,4,6,22,23,3,0,4,1,1.000,13.000,9.000,2.000,2.000,4.485
8407,12,0.000,18,3,20,1,9,20,1,2,9,4,1.000,9.000,4.000,1.000,0.000,0.000
8408,1,1.488,17,0,8,13,9,20,1,1,2,2,0.000,12.000,10.000,3.000,1.000,0.000
8409,11,0.000,38,7,46,5,20,70,2,7,13,8,2.539,20.492,9.868,3.613,2.409,5.724
8410,8,2.653,39,4,49,3,9,40,0,11,25,3,0.000,4.000,22.000,2.000,0.000,7.000
8411,2,1.884,13,1,7,2,14,23,2,1,1,1,7.000,13.000,1.000,2.000,5.000,0.000
8412,1,3.469,21,6,12,10,25,42,5,2,1,2,17.000,13.000,9.000,3.000,12.000,1.000
8413,2,0.231,14,1,16,3,3,27,2,9,1,2,1.000,11.000,2.000,0.000,0.000,6.000
8414,2,2.000,23,2,27,3,8,28,1,9,11,3,0.497,8.775,8.975,1.596,1.359,5.384
8415,1,2.204,18,6,27,2,26,48,5,7,14,3,2.000,12.000,14.000,5.000,3.000,10.167
8416,2,1.521,32,3,19,7,22,18,4,4,14,0,3.000,20.000,8.000,2.000,5.000,9.102
8417,3,3.671,29,5,33,4,30,32,5,9,19,3,2.000,30.000,6.000,5.000,0.000,5.751
8418,2,5.000,32,2,27,10,36,58,5,2,9,6,3.295,30.698,11.041,4.546,4.198,5.384
8419,2,1.000,12,4,7,2,14,25,1,0,2,2,0.567,12.537,5.895,0.979,1.343,3.612
8420,3,2.394,18,5,15,5,21,38,0,1,9,1,8.000,21.000,9.000,2.000,3.000,7.368
8421,10,0.000,23,8,37,8,12,37,3,15,9,3,1.000,23.000,7.000,4.000,0.000,13.000
8422,0,0.862,14,3,9,6,13,29,2,1,7,0,3.000,6.000,11.000,4.000,4.000,8.137
8423,5,0.000,16,4,16,6,10,25,1,1,10,2,1.000,12.000,5.000,2.000,3.000,2.000
8424,1,1.000,12,0,3,0,19,16,2,4,7,1,1.000,18.000,4.000,0.000,0.000,3.000
8425,3,2.000,31,3,42,1,29,49,8,4,24,5,2.227,23.285,15.645,3.144,2.780,8.544
8426,3,0.887,26,5,33,4,15,50,1,6,10,7,0.000,24.000,9.000,1.000,2.000,4.637
8427,1,0.000,20,0,1,3,27,23,4,2,8,1,2.287,21.819,8.786,3.638,5.424,4.692
8428,3,1.192,22,9,32,3,20,29,4,7,7,3,2.000,16.000,7.000,3.000,3.000,6.322
8429,2,7.000,22,1,35,1,10,29,1,14,13,0,0.000,16.000,13.000,0.000,0.000,6.000
8430,1,0.000,14,0,3,0,12,20,1,2,4,2,1.000,3.000,9.000,1.000,1.000,5.000
8431,5,0.000,4,6,17,0,6,16,1,5,7,1,0.000,4.000,0.000,3.000,0.000,2.000
8432,0,1.000,7,1,6,5,6,18,0,0,2,0,-0.697,7.958,2.141,1.072,0.408,0.787
8433,4,2.000,18,3,11,6,15,27,4,2,10,2,0.445,12.982,5.980,2.435,1.416,5.573
8434,2,-0.246,9,2,3,6,3,15,0,0,3,0,0.000,7.000,2.000,1.000,2.000,0.000
8435,7,2.031,16,6,27,6,8,26,0,8,7,2,0.000,9.000,3.000,2.000,0.000,3.571
8436,5,10.000,27,0,10,1,34,33,3,2,7,0,12.000,7.000,16.000,6.000,11.000,3.000
8437,5,4.101,53,3,21,5,32,52,5,4,12,3,1.000,33.000,13.000,6.000,1.000,14.000
8438,13,8.000,65,9,71,21,49,85,7,16,25,9,4.000,46.000,14.000,7.000,11.000,5.000
8439,18,0.000,47,10,90,3,7,67,1,19,21,10,3.000,13.000,12.000,4.000,0.000,1.000
8440,1,1.972,12,1,18,6,9,28,3,3,7,3,0.000,15.000,6.000,2.000,0.000,4.089
8441,9,0.000,32,5,34,5,17,54,5,10,7,6,0.000,25.000,12.000,1.000,0.000,6.000
8442,2,4.000,15,1,21,3,10,28,1,10,10,0,2.000,9.000,6.000,2.000,0.000,5.000
8443,2,0.000,22,2,14,9,11,33,1,8,2,2,2.000,12.000,7.000,4.000,4.000,3.000
8444,2,3.000,26,6,19,4,13,19,0,0,8,0,1.000,8.000,13.000,1.000,1.000,5.000
8445,3,0.000,21,0,9,0,20,22,0,4,5,0,7.000,11.000,10.000,1.000,6.000,9.000
8446,4,1.000,26,2,35,14,18,45,2,5,8,8,1.000,21.000,9.000,2.000,6.000,3.000
8447,4,5.000,29,3,31,2,19,35,4,4,17,4,0.000,17.000,14.000,0.000,2.000,6.000
8448,3,2.000,17,4,28,4,8,29,2,7,10,6,1.000,15.000,5.000,1.000,0.000,5.000
8449,18,9.000,65,6,77,4,33,93,2,17,29,5,3.628,30.414,20.818,4.980,5.415,10.611
8450,2,1.095,19,7,15,2,10,26,0,0,12,1,0.000,6.000,10.000,3.000,2.000,2.000
8451,3,4.000,11,3,11,2,5,19,1,2,6,1,1.000,5.000,4.000,1.000,0.000,0.000
8452,3,1.000,19,2,13,10,18,32,2,6,3,3,2.721,17.374,8.078,2.842,1.650,3.195
8453,0,0.000,4,2,7,4,21,20,2,1,7,2,2.181,16.436,5.800,1.339,3.826,3.498
8454,1,2.000,19,5,12,4,16,16,6,2,8,1,0.000,14.000,13.000,1.000,0.000,2.000
8455,3,3.868,44,2,15,3,29,59,2,15,11,3,3.000,11.000,19.000,3.000,5.000,11.601
8456,1,0.586,9,4,12,2,9,17,1,5,2,2,2.000,5.000,8.000,1.000,0.000,3.000
8457,2,2.000,22,1,5,4,11,28,2,0,8,0,1.145,11.511,8.223,1.419,2.029,4.437
8458,1,3.001,28,5,23,9,34,48,4,5,14,1,0.000,37.000,7.000,4.000,3.000,7.000
8459,2,6.000,32,4,14,4,15,42,0,6,6,1,2.474,15.852,10.232,1.964,3.090,6.910
8460,2,0.836,31,4,59,7,7,58,1,10,22,2,5.000,7.000,10.000,2.000,5.000,0.000
8461,4,1.000,8,1,12,3,3,14,0,2,7,0,-1.137,4.265,5.213,0.228,0.323,4.381
8462,1,0.000,13,3,7,1,4,15,0,0,8,0,0.985,4.697,4.212,0.414,1.462,3.170
8463,17,2.000,70,4,64,23,37,79,0,7,43,5,3.000,33.000,30.000,8.000,11.000,7.000
8464,6,0.000,25,8,45,2,21,61,4,7,10,7,1.000,19.000,6.000,3.000,2.000,9.000
8465,7,0.000,20,5,24,7,20,30,1,5,12,3,0.860,17.855,8.739,1.977,3.443,6.606
8466,3,4.000,24,0,11,1,13,21,2,7,6,0,0.000,13.000,5.000,2.000,1.000,4.000
8467,2,2.432,31,6,42,3,16,46,0,4,16,6,4.000,7.000,11.000,3.000,5.000,5.941
8468,0,0.097,11,2,12,3,9,21,0,4,2,3,0.000,6.000,5.000,2.000,2.000,3.840
8469,4,2.000,14,2,8,4,5,18,0,3,5,1,0.000,3.000,5.000,0.000,1.000,6.000
8470,7,2.000,65,3,54,9,55,108,9,9,9,4,25.000,20.000,33.000,4.000,18.000,12.000
8471,0,2.132,11,2,3,4,14,14,2,1,5,1,2.000,9.000,5.000,1.000,3.000,5.135
8472,1,0.000,10,0,12,1,9,17,2,4,2,1,0.000,15.000,3.000,1.000,0.000,5.000
8473,2,2.000,2,0,1,4,2,5,1,0,0,0,0.000,2.000,2.000,2.000,1.000,1.000
8474,0,3.000,10,2,11,3,4,11,4,5,2,1,2.000,10.000,4.000,0.000,0.000,5.000
8475,14,0.801,20,9,55,5,10,39,2,22,9,7,7.000,16.000,3.000,1.000,2.000,3.452
8476,0,2.348,18,0,5,0,19,13,1,4,0,1,0.000,12.000,4.000,0.000,2.000,0.000
8477,1,4.000,26,3,11,6,17,29,4,1,16,2,2.297,14.678,12.661,2.111,2.878,10.558
8478,0,1.000,19,2,8,8,13,29,6,1,8,0,1.000,11.000,7.000,5.000,5.000,5.000
8479,1,1.000,17,0,2,4,12,11,1,1,3,0,1.000,7.000,7.000,2.000,2.000,3.000
8480,6,9.000,45,5,67,5,11,52,3,10,21,3,1.112,15.841,13.722,2.365,2.483,9.612
8481,4,3.000,32,3,21,12,13,50,2,2,15,4,2.000,18.000,9.000,2.000,3.000,9.000
8482,8,1.000,19,4,38,4,8,34,0,6,12,7,0.134,9.654,4.062,2.207,1.622,7.026
8483,7,2.000,48,8,44,13,37,49,4,4,28,7,4.715,28.781,14.622,4.956,5.209,10.846
8484,0,0.000,10,3,6,1,9,23,2,4,3,2,-0.245,12.952,5.956,2.962,1.369,3.258
8485,5,0.000,16,1,7,3,22,29,0,0,4,5,3.000,18.000,5.000,3.000,1.000,5.000
8486,10,0.635,19,2,27,2,4,27,0,9,10,4,0.000,10.000,7.000,2.000,0.000,1.225
8487,0,2.000,11,0,30,4,4,21,1,7,3,1,0.000,15.000,1.000,0.000,0.000,3.000
8488,1,0.000,17,3,11,0,10,16,0,4,3,2,0.853,8.585,5.753,1.761,0.545,3.042
8489,7,1.662,33,9,30,8,22,31,3,9,9,2,1.000,20.000,13.000,2.000,2.000,5.000
8490,2,1.165,20,2,40,0,22,33,1,14,11,3,1.000,20.000,7.000,1.000,0.000,6.000
8491,2,3.000,14,3,4,6,21,35,10,1,8,1,3.000,20.000,13.000,5.000,1.000,14.000
8492,6,2.458,34,4,18,8,24,52,2,3,10,3,2.000,12.000,13.000,7.000,3.000,5.236
8493,1,4.809,38,1,22,6,30,31,1,10,27,2,0.000,31.000,13.000,4.000,3.000,11.000
8494,9,3.040,33,6,22,4,24,34,2,8,16,1,1.000,10.000,22.000,2.000,1.000,13.093
8495,3,2.000,8,2,34,0,8,20,1,10,8,1,0.000,6.000,6.000,0.000,0.000,0.000
8496,2,3.040,35,2,26,2,26,52,0,8,4,5,0.000,25.000,11.000,5.000,1.000,14.000
8497,0,0.000,4,0,3,0,1,6,1,0,2,1,0.000,3.000,0.000,0.000,0.000,0.000
8498,5,0.799,23,2,27,4,8,33,3,20,2,3,0.000,12.000,6.000,0.000,0.000,3.000
8499,3,0.000,46,4,14,4,23,43,2,5,12,4,2.000,19.000,10.000,6.000,1.000,8.000
8500,6,2.000,21,3,28,6,17,28,3,13,13,5,0.000,26.000,3.000,1.000,0.000,4.000
8501,3,2.864,21,2,10,3,4,33,2,1,7,0,3.000,8.000,12.000,0.000,1.000,6.000
8502,3,2.000,32,5,57,16,25,61,5,20,8,4,2.242,24.465,7.771,4.415,3.834,8.122
8503,1,0.000,5,0,0,0,1,6,0,0,3,0,0.358,4.872,2.246,0.689,0.759,2.096
8504,1,3.093,30,8,19,2,37,27,3,4,17,1,1.000,23.000,7.000,4.000,4.000,8.674
8505,2,5.000,8,2,12,4,11,10,1,4,3,0,0.000,13.000,2.000,2.000,1.000,1.000
8506,0,0.000,1,0,1,1,0,1,0,0,1,0,0.000,0.000,0.000,1.000,0.000,0.000
8507,12,5.000,94,3,60,19,70,146,1,14,28,12,4.000,54.000,27.000,12.000,12.000,23.000
8508,7,0.000,19,5,18,6,6,30,0,4,7,1,1.037,10.560,7.953,2.677,1.671,5.432
8509,3,2.663,22,1,18,3,13,32,1,2,7,3,0.000,13.000,6.000,3.000,0.000,2.000
8510,0,0.000,16,1,3,1,24,22,2,0,11,0,9.000,13.000,13.000,1.000,6.000,5.000
8511,1,5.840,53,1,19,5,58,41,15,6,30,2,4.000,41.000,23.000,0.000,0.000,15.000
8512,2,1.693,13,0,3,4,14,30,1,3,3,1,1.000,9.000,4.000,5.000,2.000,5.495
8513,1,1.000,17,6,19,3,10,30,0,3,4,2,1.000,7.000,4.000,3.000,2.000,0.000
8514,7,3.742,33,7,18,13,34,54,4,4,14,6,9.000,27.000,15.000,2.000,8.000,8.000
8515,2,1.000,12,1,5,4,5,18,0,2,6,2,0.759,4.866,4.873,2.534,-0.410,0.402
8516,3,0.000,13,2,9,5,4,20,0,4,6,2,0.000,3.000,5.000,2.000,3.000,5.000
8517,0,2.000,27,2,19,3,8,28,0,4,8,0,1.000,10.000,10.000,1.000,0.000,1.000
8518,1,1.000,12,2,13,1,1,10,0,5,2,0,-0.914,1.084,4.166,-1.144,-0.994,2.304
8519,7,5.000,41,5,35,2,25,38,1,14,16,3,0.804,16.866,13.180,3.185,2.166,10.333
8520,7,2.000,18,6,44,4,14,32,4,7,15,2,2.000,8.000,12.000,2.000,4.000,2.000
8521,1,5.000,31,3,25,9,20,36,3,11,13,2,1.995,19.385,8.207,3.623,3.546,4.260
8522,0,1.174,10,0,2,5,10,16,1,0,2,0,0.000,8.000,0.000,4.000,0.000,1.354
8523,1,0.000,27,12,23,9,16,30,1,8,7,0,0.407,14.414,7.401,2.308,1.600,3.251
8524,7,1.126,31,12,49,5,12,58,3,7,14,8,10.000,10.000,5.000,0.000,7.000,12.000
8525,3,4.000,27,1,31,8,48,71,7,8,13,3,16.000,26.000,20.000,6.000,11.000,7.000
8526,3,0.000,36,2,13,4,18,43,1,3,11,1,2.000,9.000,11.000,1.000,2.000,6.000
8527,2,2.830,21,1,13,14,28,55,2,3,1,11,4.000,17.000,7.000,7.000,8.000,0.000
8528,1,1.000,14,5,12,5,15,18,1,4,6,2,0.424,15.086,4.854,2.359,1.543,4.203
8529,7,2.000,56,6,59,16,42,78,7,15,19,6,1.000,48.000,20.000,8.000,4.000,20.000
8530,2,3.000,27,1,17,2,14,26,1,9,13,3,1.000,16.000,12.000,0.000,1.000,7.000
8531,6,1.099,25,1,18,4,12,24,1,7,9,5,0.000,9.000,10.000,1.000,0.000,9.000
8532,0,0.000,7,2,7,0,6,12,1,1,4,1,-0.268,4.805,3.814,0.267,-0.417,1.876
8533,1,2.032,25,3,19,3,17,45,1,2,2,4,4.000,8.000,9.000,5.000,6.000,5.000
8534,6,2.000,18,2,14,7,27,44,6,3,5,3,2.000,18.000,5.000,7.000,2.000,8.000
8535,2,1.743,15,1,14,4,17,17,2,2,4,2,0.000,16.000,13.000,2.000,2.000,4.000
8536,4,2.280,31,2,22,5,21,47,1,1,6,1,0.000,15.000,8.000,1.000,1.000,2.000
8537,1,4.000,12,2,10,6,10,27,3,6,4,0,0.000,10.000,10.000,2.000,0.000,11.000
8538,7,8.000,55,16,48,13,26,61,8,9,14,3,3.697,27.973,18.040,4.376,4.472,10.360
8539,2,0.401,15,1,36,2,9,19,0,11,7,1,0.000,11.000,4.000,2.000,0.000,3.078
8540,3,5.000,21,4,25,6,18,54,3,7,5,2,2.000,19.000,7.000,3.000,0.000,7.000
8541,5,0.000,36,4,42,7,22,68,0,15,8,4,2.000,16.000,10.000,4.000,3.000,0.000
8542,6,1.242,26,8,11,5,12,39,2,2,7,7,2.000,9.000,4.000,3.000,5.000,5.969
8543,2,1.000,11,0,7,1,4,14,1,2,7,2,0.000,5.000,4.000,2.000,0.000,1.000
8544,0,2.000,4,0,1,1,1,0,2,0,4,0,0.000,4.000,4.000,1.000,0.000,10.000
8545,6,0.000,17,5,23,3,5,34,1,9,2,1,1.000,4.000,2.000,2.000,0.000,1.000
8546,4,2.000,20,1,35,2,20,36,1,8,16,3,0.000,22.000,2.000,2.000,0.000,1.000
8547,1,2.215,19,0,7,5,18,26,0,1,5,2,0.000,15.000,3.000,1.000,1.000,3.623
8548,0,2.000,15,1,6,1,17,24,2,5,7,1,0.000,19.000,3.000,0.000,1.000,9.000
8549,3,0.000,27,1,18,13,11,50,2,3,15,4,2.000,13.000,13.000,0.000,5.000,12.000
8550,8,1.000,39,3,36,6,18,54,3,11,20,6,2.844,19.455,14.930,1.174,3.939,10.518
8551,13,5.000,46,4,70,13,43,62,8,14,21,10,2.000,37.000,12.000,8.000,9.000,8.000
8552,1,1.696,18,2,6,6,34,39,5,0,6,7,0.000,22.000,9.000,10.000,1.000,4.754
8553,4,4.000,10,1,4,3,12,20,3,0,3,1,1.000,3.000,11.000,1.000,5.000,4.000
8554,3,0.000,13,4,11,8,7,26,0,2,3,4,0.000,11.000,0.000,4.000,2.000,0.000
8555,2,1.000,9,0,18,2,3,20,0,19,2,1,0.000,3.000,4.000,0.000,1.000,2.000
8556,0,1.048,14,1,4,8,15,17,3,1,9,3,0.000,14.000,6.000,3.000,3.000,0.000
8557,4,1.000,40,3,18,2,27,42,0,10,17,0,1.000,16.000,16.000,1.000,1.000,4.000
8558,5,1.000,12,3,30,1,10,25,2,8,16,1,1.000,9.000,4.000,2.000,2.000,6.000
8559,2,0.791,9,6,30,0,4,9,0,9,10,2,0.000,3.000,2.000,0.000,0.000,2.669
8560,17,7.000,72,14,85,7,54,95,18,10,42,8,16.000,33.000,32.000,2.000,8.000,19.000
8561,2,0.200,15,7,20,5,7,15,2,4,4,1,0.000,9.000,0.000,3.000,2.000,3.010
8562,8,1.747,44,5,36,9,36,46,0,10,21,3,5.000,26.000,22.000,1.000,6.000,14.088
8563,0,4.009,53,5,17,4,50,34,5,12,15,5,2.000,45.000,12.000,2.000,3.000,11.585
8564,4,0.000,36,3,22,2,21,46,3,11,16,1,4.000,8.000,9.000,6.000,2.000,16.000
8565,6,2.000,21,4,16,7,15,32,3,1,8,3,0.000,21.000,9.000,2.000,2.000,3.000
8566,1,1.512,25,1,7,3,8,28,0,0,7,0,0.000,8.000,4.000,2.000,0.000,5.000
8567,2,2.010,15,1,6,8,19,35,4,0,6,1,0.000,18.000,6.000,6.000,1.000,10.000
8568,1,3.443,38,3,14,6,21,40,1,1,13,2,0.000,16.000,18.000,0.000,5.000,9.034
8569,5,5.000,16,4,29,4,21,35,3,8,6,3,0.783,18.377,6.065,2.028,2.240,5.771
8570,2,0.000,13,0,14,1,11,18,0,3,7,0,0.000,13.000,4.000,0.000,1.000,5.000
8571,7,-0.305,15,3,11,3,2,18,0,1,7,1,0.000,8.000,5.000,0.000,0.000,2.000
8572,5,2.967,23,11,40,6,22,43,2,13,17,3,1.000,20.000,11.000,2.000,0.000,5.140
8573,3,0.000,20,1,1,0,5,24,4,3,14,2,1.293,13.734,9.694,0.801,2.370,5.781
8574,4,0.012,13,1,25,0,1,18,2,1,6,1,0.000,17.000,7.000,0.000,0.000,7.000
8575,2,0.781,18,12,12,0,1,11,1,4,5,0,1.000,3.000,2.000,0.000,0.000,1.358
8576,2,1.756,8,0,0,0,4,17,8,0,9,1,0.000,12.000,14.000,0.000,0.000,7.440
8577,2,0.000,11,0,0,0,0,19,5,0,7,0,0.617,7.093,5.254,0.423,0.845,2.408
8578,1,0.454,10,0,0,0,0,15,3,0,7,0,0.000,9.000,4.000,0.000,0.000,31.000
8579,1,2.000,7,0,0,0,0,7,4,0,4,0,0.000,7.000,6.000,0.000,0.000,17.000
8580,1,0.000,11,0,0,0,0,15,6,0,13,1,0.000,7.000,15.000,0.000,0.000,41.000
8581,2,1.000,20,6,17,4,4,10,0,2,12,0,0.000,10.000,10.000,0.000,0.000,1.000
8582,2,4.000,22,1,24,4,18,21,3,5,9,1,1.903,16.209,7.644,2.720,1.352,6.705
8583,4,1.000,14,4,14,6,9,27,2,3,11,2,2.000,8.000,6.000,0.000,1.000,13.000
8584,0,0.000,16,2,19,3,16,28,0,2,2,3,1.312,15.907,5.518,2.134,2.546,1.878
8585,6,0.000,8,2,12,7,10,25,0,2,3,3,2.000,7.000,2.000,3.000,6.000,1.000
8586,13,5.000,57,0,24,5,31,102,0,11,7,7,4.975,29.486,15.691,6.336,3.958,10.717
8587,1,1.000,16,4,5,7,6,18,0,1,1,0,0.000,7.000,2.000,1.000,4.000,0.000
8588,0,1.082,15,0,0,0,6,15,3,1,6,1,0.000,7.000,10.000,0.000,1.000,7.381
8589,4,0.000,5,1,17,0,2,12,0,5,5,1,0.000,2.000,0.000,0.000,0.000,0.000
8590,2,2.588,9,0,0,0,1,20,7,0,8,0,0.000,12.000,13.000,0.000,0.000,40.000
8591,2,0.000,8,0,0,0,0,17,12,0,16,1,0.000,11.000,20.000,0.000,0.000,51.000
8592,1,0.000,17,1,0,0,5,17,6,1,6,0,2.410,10.473,7.574,0.639,2.279,7.104
8593,0,0.000,10,0,4,0,0,5,0,0,0,0,0.000,1.000,0.000,0.000,0.000,0.000
8594,3,0.000,16,0,4,3,10,22,1,0,5,1,0.006,13.787,6.283,1.519,0.491,3.241
8595,15,2.372,39,3,62,14,27,60,3,8,22,9,1.000,34.000,17.000,5.000,1.000,9.616
8596,3,0.000,23,2,28,0,1,25,3,4,9,1,0.000,26.000,3.000,0.000,0.000,19.000
8597,2,3.282,26,7,13,8,27,30,1,0,5,2,0.000,25.000,13.000,6.000,2.000,7.036
8598,4,0.000,21,4,25,7,18,44,6,5,15,3,1.102,16.284,11.528,2.906,1.750,5.297
8599,1,2.000,6,1,15,2,8,14,1,5,4,2,0.000,12.000,4.000,1.000,0.000,3.000
8600,1,0.000,17,0,0,0,5,19,10,1,6,3,0.000,7.000,18.000,0.000,1.000,39.000
8601,24,3.758,54,7,104,15,28,94,7,25,26,11,1.000,52.000,21.000,3.000,4.000,38.000
8602,1,3.000,12,1,9,5,17,22,3,3,3,1,1.000,24.000,3.000,2.000,3.000,6.000
8603,1,1.908,2,2,2,1,6,7,3,0,6,1,0.000,1.000,3.000,2.000,0.000,1.007
8604,1,3.098,36,0,16,4,20,44,1,5,11,2,3.000,13.000,14.000,4.000,3.000,15.000
8605,1,0.000,18,1,14,0,1,11,2,0,5,0,0.000,16.000,11.000,0.000,0.000,12.000
8606,0,1.800,34,1,5,1,17,19,0,4,18,0,0.000,17.000,5.000,1.000,0.000,4.089
8607,1,2.953,12,2,8,2,18,21,4,1,3,0,0.000,16.000,4.000,4.000,0.000,-0.052
8608,1,1.938,31,2,17,7,26,35,3,1,10,2,0.000,24.000,9.000,4.000,4.000,6.714
8609,1,2.300,32,2,29,0,17,38,2,8,18,3,5.000,16.000,12.000,1.000,2.000,4.000
8610,5,1.000,14,4,35,9,16,35,4,14,6,3,2.000,11.000,8.000,4.000,1.000,1.000
8611,5,0.000,12,2,9,0,9,27,6,4,12,3,0.000,8.000,20.000,0.000,0.000,41.000
8612,1,0.917,5,0,0,0,0,7,7,0,5,0,0.000,8.000,9.000,0.000,0.000,27.000
8613,3,1.171,13,0,0,0,2,20,7,0,3,0,0.000,5.000,8.000,0.000,0.000,6.181
8614,4,0.000,20,1,11,3,12,33,1,5,7,2,0.846,11.756,7.652,1.156,1.373,3.631
8615,1,4.183,28,3,20,13,27,53,5,6,7,6,5.000,22.000,8.000,3.000,8.000,5.983
8616,0,0.000,17,3,5,7,16,14,2,0,8,1,0.000,15.000,5.000,5.000,0.000,3.000
8617,0,2.000,15,5,8,7,22,22,7,0,9,1,5.000,15.000,6.000,4.000,5.000,6.000
8618,0,1.375,5,0,1,1,20,10,5,1,3,0,0.000,8.000,6.000,1.000,0.000,0.000
8619,2,0.526,13,3,19,18,18,35,3,11,2,1,0.000,22.000,6.000,4.000,5.000,0.000
8620,1,1.000,4,0,11,0,8,11,3,6,1,2,0.000,6.000,3.000,1.000,0.000,1.000
8621,6,2.000,35,3,37,5,13,42,1,3,20,6,0.000,40.000,11.000,1.000,0.000,10.000
8622,5,0.000,26,3,34,7,10,41,0,7,12,3,1.000,10.000,15.000,2.000,2.000,9.000
8623,1,2.000,14,4,17,3,4,15,0,5,3,1,0.000,6.000,2.000,0.000,0.000,0.000
